decision,oaid,doi,year,title,reason
MAYBE,W7162769640,10.4103/jehp.jehp_754_25,2026,Knowledge and awareness of insulin resistance among social media users: A cross-sectional study in Jordan,health survey may report misinformation exposure share
MAYBE,W7118119044,10.18103/mra.v13i12.7014,2025,"Knowledge, Perceptions, and Preventive Practices on Mpox in Zimbabwe: Insights from districts with suspected and confirmed cases",KAP survey; misconception/source items may give exposure share
MAYBE,W4410523036,10.20527/h-js.v4i2.387,2025,Konstruksi Sosial Masyarakat terhadap Berita Hoaks melalui Media Sosial Whatsapp pada Masa Kampanye Pemilu 2024,hoax exposure via WhatsApp; quantification unclear
MAYBE,W7168243017,10.5281/zenodo.21358670,2026,L'ARCHITETTURA ALGORITMICA DEL CONFLITTO: DISINFORMAZIONE GUIDATA DALL'INTELLIGENZA ARTIFICIALE NEGLI ECOSISTEMI DEI SOCIAL MEDIA IN ITALIA E IN GEORGIA,may report platform-level shares of disinformation content
MAYBE,W7167680241,10.1093/humrep/deag083.789,2026,"L26/P-455 High demand, low accessibility. Are patients being left behind? A cross-sectional analysis of the quality and readability of online contraception Information in the UK",webpage analysis may code misleading contraception claims
MAYBE,W4386067305,10.1016/j.ajogmf.2023.101138,2023,Labor induction in the age of TikTok: what are influencers teaching patients about oxytocin infusion?,no abstract; likely TikTok content analysis of claims
MAYBE,W4323824991,10.1111/jgs.18313,2023,Lack of geriatricians in aging‐related national media talks,TED aging content analysis may code unvetted/inaccurate advice
MAYBE,W3130132527,,2021,Law Student's response to the COVID 19 Infodemic on Social Media: An Empirical Study,survey on handling COVID misinformation; may report encounter share
MAYBE,W3132012056,10.1515/for-2020-2015,2020,Legislator Adoption of the Fake News Label: Ideological Differences in Republican Representative Use on Twitter,"share of legislators/tweets using the fake-news label, Twitter data"
MAYBE,W2595250622,10.1016/s0140-6736(17)30721-3,2017,Lessons from the controversy over statins,no abstract; statin controversy may involve media misinformation
MAYBE,W4385325063,10.1038/s41586-023-06297-w,2023,Like-minded sources on Facebook are prevalent but not polarizing,Facebook exposure data; untrustworthy-source share possible
MAYBE,W7130247705,,2025,Literacidad crítica y ciudadanía digital. Desinformación y sesgos de género en la formación del profesorado de Educación Básica y de Historia,disinformation in teacher training; methods unclear
MAYBE,W4404512531,10.59581/harmoni-widyakarya.v1i2.3159,2023,Literasi Media Mahasiswa Ilmu Komunikasi UPS Tegal Mengenai Hoax Virus Covid-19 Di Social Networking Berdasarkan ICF,student survey on Covid hoaxes may report exposure share
MAYBE,W2002963872,10.1016/j.carage.2014.04.004,2014,Living in the Modern World of Social Media,"no abstract; social-media title, cannot rule out"
MAYBE,W3127514505,10.31620/jccc.12.20/03,2020,MEDIA EXAGGERATION AND INFORMATION CREDIBILITY: QUALITATIVE ANALYSIS OF FEAR GENERATION FOR COVID- 19 USING NVIVO,content analysis of misleading/exaggerated COVID media coverage
MAYBE,W7119066706,10.31718/2077-1096.25.344,2025,MEDIA LITERACY AS A FOUNDATION OF DIGITAL COMPETENCE IN FUTURE MEDICAL PROFESSIONALS,student media-literacy survey may report fake-news encounter share
MAYBE,W4379519884,10.46630/msae.1.2023.04,2023,MEDIA PLURALISM IN THE DIGITAL ENVIRONMENT FROM THE USERS’ POINT OF VIEW,user survey covering attitudes toward misinformation; perceived exposure possible
MAYBE,W2896747101,,2018,MINING FACEBOOK PAGE FOR BI-PARTISAN ANALYSIS,platform-data mining of fake-news posts; share unclear
MAYBE,W4360607897,10.1097/ju.0000000000003225.14,2023,MP10-14 TIKTOK AS AN EDUCATION TOOL FOR KIDNEY STONE PREVENTION,TikTok stone-prevention videos; accuracy vs DISCERN-only unclear
MAYBE,W4226210281,10.1097/ju.0000000000002543.01,2022,MP14-01 EVALUATING THE QUALITY OF SOCIAL MEDIA CONTENT ON UROLITHIASIS PROCEDURES,quality/accuracy appraisal of popular urology social media content
MAYBE,W4360606950,10.1097/ju.0000000000003268.02,2023,MP34-02 PUBLIC INTEREST IN ONLINE INFORMATION ON RECURRENT UTIS IS GREATEST FOR INFORMATION WITH THE POOREST PUBLICATION QUALITY,online recurrent-UTI information quality; accuracy coding unclear
MAYBE,W3192748711,10.1097/ju.0000000000002045.12,2021,MP36-12 MARKETING PLATFORMS DOMINATE CONSUMER UNDERSTANDING OF SHOCKWAVE THERAPY FOR ERECTILE DYSFUNCTION,may code accuracy of shockwave-therapy search results
MAYBE,W3209378799,10.1007/s10606-021-09411-6,2021,Make a Difference in a Different Way: Twitter Bot Creators and Wikipedia Transparency.,"no abstract; bot creators study, relevance unclear"
MAYBE,W3206715780,10.1093/pm/pnab305,2021,Manifestations of Pain During the COVID-19 Pandemic Portrayed on Social Media: A Cross-Sectional Study,YouTube pain videos may be accuracy-coded
MAYBE,W7202244735,10.5281/zenodo.21907736,2026,"Mapping Kremlin Propaganda Narratives, Operational Mechanics, and Counter-Intelligence Matrices",OSINT assessment cites share of Canadians exposed to propaganda
MAYBE,W7160705986,10.5281/zenodo.20094403,2026,"Media Dependency, User Satisfaction and Digital Information Challenges in Social Media Use Among College Students in Cainta, Rizal","survey measuring self-reported misinformation challenges, n=355"
MAYBE,W4405885015,10.46568/jmcd.v28i1.300,2023,Media Diet Plan: Analyzing What Media Serves and What's Needed,"content shares by genre incl. junk media, construct unclear"
MAYBE,W3048980451,10.6007/ijarbss/v10-i3/7053,2020,Media Literacy Dimension in Reinforcing Political Participation Integrity Among Young People in Social Media,student survey may report share reporting fake-news spreading
MAYBE,W4416108110,10.4038/sljarshss.v13i2.10,2023,Media and Mental Health: Examining the impact of Information Overload during COVID-19 and Creating awareness on fake-information through the #CheckTheFake campaign of ARMT,survey of 562 on Covid infodemic may report exposure/forwarding share
MAYBE,W7117102890,10.1111/jocd.70628,2025,Medicinal Plants for Acne Vulgaris: An Evidence‐Based Review of Treatments Promoted by Social Media,may report share of promoted remedies lacking evidence
MAYBE,W4412652518,10.1111/risa.70079,2025,Mental health risks of pandemic‐related media communication: The mediating roles of distinct types of perceived threat,panel survey with low-quality news exposure measure; share unclear
MAYBE,W3134707315,10.1371/journal.pone.0248160,2021,Misinformation on COVID-19 origin and its relationship with perception and knowledge about social distancing: A cross-sectional study,survey on COVID-origin misinformation; exposure share unclear
MAYBE,W4406928642,10.71097/ijsat.v16.i1.1631,2025,Misinformation: Analysing the Role of Fact-Checking in Countering Communal and Political Narratives During the 2024 Lok Sabha Elections in India,fact-check corpus analysis may quantify misinformation narratives
MAYBE,W7149416401,10.59075/15y4sr66,2026,"Mobile First, Facts Last? Digital Literacy, WhatsApp News, and Rural-Urban Information Gaps in Pakistan",secondary-survey synthesis may report WhatsApp misinformation exposure share
MAYBE,W2039024181,10.1016/j.jaip.2014.12.011,2015,Mobile health applications for asthma,may assess content quality of asthma apps
MAYBE,W7124839521,10.5120/ijca2026926242,2026,Modeling Propagation of Financial Fraud A Case Study of Cryptocurrency Scam in Social Networks,scam misinformation cascade; influencer concentration possible
MAYBE,W2031136850,10.1038/embor.2012.135,2012,More than meets the eye,no abstract; uninformative title
MAYBE,W4396933565,10.1057/s41599-024-03115-0,2024,More than news! Mapping the deliberative potential of a political online ecosystem with digital trace data,digital-trace web diets may report share on low-quality sites
MAYBE,W4394061173,10.59102/kufil/2024/iss1pp214-228,2024,NAVIGATING MEDIA LITERACY CHALLENGES IN HIGHER EDUCATION EFL COURSES: INSIGHTS FROM STUDENT BEHAVIORS AND PEDAGOGICAL STRATEGIES,student survey of misinformation encounters may give share
MAYBE,W4407195409,10.5210/spir.v2024i0.14065,2025,NAVIGATING THE GRAY: THE ECONOMIC UNDERBELLY OF TIKTOK'S SIDE HUSTLES,TikTok API study of crypto-scam disinformation; share unclear
MAYBE,W7137165288,10.54476/apjaet/80826,2026,Navigating Electorate Landscape and Building Resilient Digital Ecosystem: Educational Blueprint for Student Voters,student voter survey on perceived misinformation and influencers
MAYBE,W7134264872,10.64880/theresearchdialogue.v4i4.04,2026,Navigating the Digital Maze: Analyzing Media Literacy Challenges Among Youth in Lucknow City,"youth media literacy survey, misinformation and consumption habits"
MAYBE,W4406321628,10.1038/s41390-025-03835-2,2025,Navigating the digital frontier: protecting adolescents in the age of mobile internet,no abstract; title alone cannot rule out exposure estimates
MAYBE,W4415405459,10.5005/jp-journals-11002-0131,2025,Neonatologists\' Use of Social Media: A Survey Exploring Professional and Personal Practices,survey of 223 may quantify misinformation encounters
MAYBE,W4400662615,10.5392/ijoc.2024.20.2.008,2024,Network Analysis of News Spread on YouTube in Korea: Focus on the Death of Kim Jong-un,YouTube spread of a rumour; share of videos unclear
MAYBE,W7148363910,10.5281/zenodo.19388050,2026,New Media and the Rise of Citizen Journalism,citizen-journalism survey may report perceived misinformation share
MAYBE,W4414731937,10.32350/sri.31.03,2025,"News Media Propaganda and Intricate Conflict Outcomes: A Case Study of 2023 General Elections of Oyo State, Nigeria",content analysis of 48 messages may quantify fake news
MAYBE,W4390709827,10.18522/2658-5820.2023.3.6,2023,News consumption in cities and towns of Kazakhstan,news-diary media diet study could report unreliable-source share
MAYBE,W7169837516,10.26524/amr.2026.2.5,2025,Nutritional Misinformation and Digital Food Culture in Modern Public Health,narrative review of nutrition misinformation prevalence
MAYBE,W4312155658,10.1017/s0266462322001234,2022,OP74 Assessing Public Confidence Towards COVID-19 Vaccines Through Social Media Insights Leveraged Using Artificial Intelligence Techniques,tweet analysis; may report misinformation share
MAYBE,W3111058483,,2014,Obezite ile Mücadelede Medyada Yer Alan Zayıflama Amaçlı Yarışma Programları için Bilimsel ve Etik Değerlendirme,may score accuracy of TV weight-loss programmes
MAYBE,W3135219393,10.3390/ijerph18052381,2021,"Old Tricks, New Opportunities: How Companies Violate the International Code of Marketing of Breast-Milk Substitutes and Undermine Maternal and Child Health during the COVID-19 Pandemic",marketing content analysis coding misinformation; denominator unclear
MAYBE,W2563677521,10.1080/10410236.2016.1250706,2016,"One Step Forward, One Step Back: Changes in News Coverage of Medical Interventions","content analysis of health news quality, accuracy-related criteria"
MAYBE,W7168284219,10.2196/78262,2026,Online Discussions About Alopecia Areata in 5 Arabian Gulf Countries: Social Media Listening Study,8500 mentions coded; may include inaccurate-content share
MAYBE,W4409380471,10.53555/kuey.v30i1.9797,2024,"Online News Media And The Issue Of Ethics, Credibility And Information Overload: A Study",user survey may report perceived misinformation exposure
MAYBE,W7170151931,10.1038/s41405-026-00457-6,2026,Online oral health misinformation and information quality: a scoping review,scoping review mapping oral-health misinformation prevalence measures
MAYBE,W7165841923,10.69714/ynh55n47,2026,PENGARUH AI DI MEDIA SOSIAL TERHADAP PENYEBARAN HOAKS DAN PERSEPSI KEPERCAYAAN MAHASISWA PROGRAM STUDI KOMPUTERISASI AKUNTANSI UNIVERSITAS SRIWIJAYA,student survey of hoax exposure and trust perception
MAYBE,W7172294287,10.51878/social.v6i3.13647,2026,PENGARUH PENGGUNAAN MEDIA SOSIAL BERMUATAN INTOLERAN TERHADAP SIKAP TOLERANSI MAHASISWA PPKn UNIVERSITAS TANJUNGPURA,may report share of students encountering intolerant/false content
MAYBE,W4399482417,10.1136/annrheumdis-2024-eular.1747,2024,POS0055-PARE UNDERSTANDING UNMET NEEDS IN GIANT CELL ARTERITIS (GCA) AND POLYMYALGIA RHEUMATICA (PMR) USING SOCIAL MEDIA: A PATIENT AND CAREGIVER PERSPECTIVE,no abstract; social media content study of patient posts
MAYBE,W7204831837,10.1177/2325967126s00290,2026,"Paper 32. Performance & Promises: A Social Media Review of Alleged Indications, Risks and Usage of “Peptides” in Musculoskeletal Health",content analysis of peptide posts; accuracy coding unclear
MAYBE,W3036144303,10.1111/ajps.12535,2020,Partisan Gaps in Political Information and Information‐Seeking Behavior: Motivated Reasoning or Cheerleading?,browsing data on partisan information search; unclear if misinformation share
MAYBE,W7196954847,10.1016/j.pedn.2026.07.065,2026,Patterns and factors associated with social media use among parents of children with cancer: A cross-sectional study,no abstract; parental social media use survey may measure misinformation encounter
MAYBE,W4296175712,10.28918/iqtida.v2i01.5124,2022,Penyebaran Berita Hoaks Seputar Fatwa Haram Vaksinasi Covid-19,hoax counts; possible false share among uploads
MAYBE,W7134806723,10.5281/zenodo.18940320,2026,Perceived Credibility of Online News Media Among Lagos State Local Government Workers,"survey N=316, 49.4% report difficulty filtering misinformation"
MAYBE,W7164235851,,2026,Percepción de estudiantes de nivel medio ante las noticias falsas,student survey on fake news; possible exposure share
MAYBE,W7134276768,10.1002/rai2.70041,2026,Performance evaluation of large language models in answering patients' questions about treatment of connective tissue diseases,"accuracy rating of LLM answers, may yield inaccurate share"
MAYBE,W4408010436,10.24036/jce.v7i3.1125,2024,Perilaku Hate Speech di Media Sosial Facebook dan Twitter (Studi Pada Mahasiswa Universitas Negeri Padang),content analysis of comments may quantify hoax share
MAYBE,W4319436674,10.4103/jispcd.jispcd_103_22,2022,Peruvian Children’s Access to Oral Health Information during the COVID- 19 Pandemic,health-information access study; measures unclear
MAYBE,W4409981267,10.1016/j.jcyt.2025.03.254,2025,Physicians' Views on Orthobiologics,no abstract; title alone cannot rule out misinformation items
MAYBE,W4400288629,10.32332/tapis.v8i2.9454,2024,Pola Konsumsi Berita dalam Era Digital: Perbandingan Preferensi Generasi Z Terhadap Sumber Berita Tradisional dan Modern,Gen Z news consumption survey mentioning false information
MAYBE,W7159817698,10.55737/psi.2026a-51177,2026,"Political Awareness, Media Influence, and Voting Behavior: Evidence from University Students in Punjab, Pakistan",survey with misinformation-exposure construct; share unclear
MAYBE,W4387723304,10.15507/2078-9823.063.023.202303.336-348,2023,"Political Values, Orientations and Ideals of Modern Youth and Their Reflection in Virtual Space",youth study may measure encountering fakes online
MAYBE,W4382246596,10.34135/mlar-23-01-12,2023,Popularisation of Science and Science Journalism on Social Media in Slovakia,Instagram science content; misinformation share possible
MAYBE,W4293077290,10.1111/ssqu.13178,2022,Populist media diets,survey media diets; possible fringe-outlet consumption share
MAYBE,W4412912227,10.9771/contemporanea.v23i1.61789,2025,Possibilidade metodológica para representação de redes sociotécnicas associada ao debate político,Twitter network method on fake-news spread; share unclear
MAYBE,W2886210379,10.5204/mcj.1422,2018,Post-Truth Protest: How 4chan Cooked Up the Pizzagate Bullshit,4chan corpus case study; conspiracy content counts possible
MAYBE,W4389458611,10.47524/jictdar.v5i2.22,2023,Prevalence of infodemic as a factor affecting COVID-19 vaccination acceptance: Literature survey and monitoring in Nigeria,titled prevalence of infodemic; share possibly reported
MAYBE,W4393382091,10.26577/hj.2024.v71.i1.2,2024,Problems of identifying sources and visual content in social media: the experience of Kazakhstan,analyses 40 false-information posts; may report category shares
MAYBE,W7162463844,10.25259/csdm_32_2026,2026,Psychological impact of the glass skin ideal on young social media users: A cross-sectional study,survey on exposure to beauty content and skincare misinformation
MAYBE,W3140278754,,2021,Public Perception of Social Media Reports on Covid-19 in Port Harcourt Rivers State,survey on perceived credibility; may report perceived exposure
MAYBE,W2981997775,10.31355/15,2017,Public Perception of the Role of Facebook Usage in Political Campaign in Nigeria,survey percentages may cover perceived campaign misinformation
MAYBE,W7159597519,10.5281/zenodo.19944719,2026,Public Relations Representation of Political Pluralism via Facebook and its Implication on Democratic Development in Nigeria,Facebook user survey; misinformation share unclear
MAYBE,W7117236533,10.1016/j.aggp.2025.100241,2025,Public narratives of geriatric diseases in the digital space: A topic modelling analysis of YouTube comments,large comment corpus may report misinformation share
MAYBE,W3178060509,10.1080/19331681.2021.1945987,2021,Public responses to COVID-19 information from the public health office on Twitter and YouTube: implications for research practice,cross-platform comment analysis may quantify misinformation
MAYBE,W7155530871,10.1177/22799036261444088,2026,"Public views, patterns, and impacts of social networking site use for medicine-related information in Saudi Arabia: A cross-sectional study",health-info survey; may report perceived misinformation encounter
MAYBE,W4417119300,10.1007/s13187-025-02804-x,2025,Quality Assessment of Videos about Radiotherapy-Related Oral Mucositis on YouTube in Brazil,no abstract; YouTube video appraisal may code accuracy
MAYBE,W2964538246,10.1007/s10067-019-04706-y,2019,Quality and readability of online information on ankylosing spondylitis,online information quality study may code accuracy; no abstract
MAYBE,W4416739609,10.4103/mjdrdypu.mjdrdypu_784_24,2025,Quality of Online News Media Reports of Sexual Violence in India,content analysis of 240 reports may quantify false-allegation myths
MAYBE,W7133591808,,2025,REDES SOCIALES Y DESINFORMACIÓN ECONÓMICA: IMPACTO EN LA CIUDADANÍA DIGITAL,mixed-methods study of economic disinformation exposure
MAYBE,W4416800034,10.1136/bmjopen-2024-095811,2025,Reducing decisional conflict in COVID-19 vaccination in ethnocultural communities through sensemaking: a participatory action mixed-methods study,277 broker narratives may quantify misinformation encountered
MAYBE,W7111195971,10.13189/ujph.2025.130617,2025,Reels Addiction and Mental Health: A Questionnaire-Based Study on Its Psychological Impact,survey may report share reporting misinformation encounters
MAYBE,W7163004006,10.25258/ijddt.16.41s.104,2026,Regulation of Social Media Content: Challenges and Opportunities,"8,104 videos, moderation and misinformation dissemination"
MAYBE,W7133136622,10.5281/zenodo.18821491,2026,Regulatory Challenges in Controlling Misinformation on Encrypted and Algorithm-Driven Platforms: A Critical Evaluation of Facebook and WhatsApp,misinformation-focused user perception survey N=180
MAYBE,W4306911960,10.1111/cea.14246,2022,Reinventing the wheal: A review of online misinformation and conspiracy theories in urticaria,review of online urticaria misinformation; content share unclear
MAYBE,W4399502103,10.1016/j.glt.2024.05.003,2024,"Relationships between social media usage, attitudes toward information on social media, and COVID-19 vaccine hesitancy",survey on misinformation on social media; exposure share unclear
MAYBE,W3016939727,10.1371/journal.pone.0230843,2020,Reporting quality and spin in abstracts of randomized clinical trials of periodontal therapy and cardiovascular disease outcomes,share of RCT abstracts with misleading spin
MAYBE,W3217112090,,2020,"Representaciones sociales del envejecimiento en Chile: cuando las noticias distorsionan, desinforman y enferman. / Social representation of aging in Chile: when the news distorts, misinform and sicken.","content analysis of 4,176 news items framed as distorting/misinforming"
MAYBE,W2954806192,,2019,Representação da informação noticiosa pelas agências de fact-checking: do acesso à informação ao excesso de informação,content analysis of fact-checking agencies may report verdict shares
MAYBE,W7134272174,10.21608/pijth.2026.459522.1029,2026,Reshaping the Way Hotel Guests Make Decisions: Unpacking the Role of New Media Literacy in Online Hotel Booking Platforms,N=407 customers self-reporting experiences with disinformation
MAYBE,W7164850581,10.61424/rjbe.v4i2.878,2026,"Responsible Communication on Social Media: University Students’ Perceptions of Ethical Sharing, Verification Practices, and Cultural Sensitivity in Vietnam",survey may report misinformation encounter share
MAYBE,W7154797575,,2025,Revisión de las preferencias de la opinión pública frente a las plataformas digitales y los medios de comunicación convencionales como fuente de información,review of media-use surveys; may report exposure
MAYBE,W4390506455,10.24198/jkk.v11i2.49492,2023,Rise against rumors: Leveraging online social movements for hoax prevention by netizens,survey of anti-hoax netizens may report hoax encounter share
MAYBE,W7155386945,10.5281/zenodo.18935497,2026,Role of Media and Social Media in the Electoral Process,election survey; may report misinformation exposure share
MAYBE,W7128476594,10.63056/academia.4.4.2025.1486,2025,Role of Social Media in Public Awareness in Pakistan: A Case Study of Khyber Pakhtunkhwa (2017–2025),survey of 200 may quantify misinformation encounters
MAYBE,W2986533913,10.1093/eurpub/ckz185.682,2019,Role of Social Media in vaccination debate about HPV: the VAC Medi+Board study,HPV Twitter study may report misinformation share or influencer concentration
MAYBE,W4411124631,10.55041/isjem04351,2025,Role of YouTube and Social Media Influencers in Enhancing Financial Literacy among Indian Youth: An Exploratory Study,"content analysis of influencer finance content, misinformation noted"
MAYBE,W4403303899,10.21272/obraz.2024.2(45)-6-15,2024,Rumor Generation and Spreading on WeChat and Facebook During the COVID-19 Pandemic,rumour spread on WeChat/Facebook; prevalence possibly quantified
MAYBE,W4406300755,10.46763/bssr242424413z,2024,SOCIAL MEDIA AND FREEDOM OF EXPRESSION: A SURVEY ON UNIVERSITY STUDENTS IN TURKEY,student survey may report disinformation encounter share
MAYBE,W7128504941,10.29121/shodhsamajik.v3.i1.2026.63,2026,"SOCIAL MEDIA AS A CATALYST FOR PROTEST MOBILISATION AGAINST SEXUAL VIOLENCE: DIGITAL ACTIVISM, CELEBRITY INFLUENCE AND OFFLINE PARTICIPATION IN INDIA",survey may report share reporting misinformation exposure
MAYBE,W4413467805,10.70382/nijhcsr.v9i6.012,2025,SOCIAL MEDIA AS AN AGENT OF POLITICAL EDUCATION ON ELECTORAL FRAUD IN THE 2023 PRESIDENTIAL ELECTION,survey of 100; misinformation measured as barrier
MAYBE,W7133522495,10.5210/spir.v2024i0.15389,2026,"SOCIAL MEDIA IN ELECTIONS: EVIDENCE FROM THE UNITED STATES, GERMANY, AND AUSTRALIA","election social media study, disinformation possibly quantified"
MAYBE,W7169513020,10.18848/2327-0144/cgp/a228,2026,Scrolling Through Risk,student survey of misinformation exposure and awareness
MAYBE,W7126218390,10.1145/3795516,2026,Scrutinizing Systemic Risks in Personalized Recommender Systems Through Sock-Puppet Auditing of VLOPs,sock-puppet audit of recommenders; exposure share possible
MAYBE,W7154995479,10.21831/diksi.v34i1.95120,2026,Scrutinizing deceits in fake news using forensic linguistic within French alternative news media,includes survey of francophone media consumers alongside linguistic detection
MAYBE,W4396562450,10.31315/jik.v22i1.8421,2024,Sentiments Analysis on Twitter Towards Hoax Information on Social Media News,Twitter hoax discourse analysis may quantify hoax content
MAYBE,W4384823984,10.1017/s0008938923000432,2023,"Settler Colonialism, Illiberal Memory, and German-Canadian Hate Networks in the Twentieth and Twenty-first Centuries",platform datasets on circulation of historical misinformation; share unclear
MAYBE,W4403088765,10.1111/jocd.16608,2024,Short Snips: You T ube Shorts Recommendations for Hair Loss and Alopecia,cross-sectional YouTube Shorts content analysis may code accuracy
MAYBE,W4401793868,10.1097/jw9.0000000000000174,2024,Short and clear: YouTube Shorts recommendations for rosacea,cross-sectional YouTube Shorts content analysis may code accuracy
MAYBE,W2320650257,10.1016/s1042-0991(15)31338-4,2013,Show me the data,"no abstract; uninformative title, cannot rule out"
MAYBE,W2320668124,10.1890/0012-9623-91.4.438,2010,Snake Invasion: Evaluation of an Online News Frenzy,may quantify share of inaccurate online news items
MAYBE,W4408046435,10.1016/j.ijid.2024.107723,2025,"Social Listening Analysis of information patterns and public perception of Lassa fever, Diphtheria, and Cerebrospinal Meningitis in Nigeria",social listening; may report share of misinformation mentions
MAYBE,W4408657694,10.47772/ijriss.2025.9020308,2025,Social Media Misuse in Ghana: Ethical Implications and Its Influence on National Values,survey of 300 users; may report share reporting misinformation
MAYBE,W4283759691,10.24912/jk.v14i1.13196,2022,Social Media Movement and Covid-19 Prevention in Indonesia,content analysis of 1123 posts with misinformation theme
MAYBE,W2965916618,10.2196/15298,2019,Social Media Outrage in Response to a School-Based Substance Use Survey: Qualitative Analysis,coded 207 comments; may report share conspiratorial
MAYBE,W4415950679,10.47772/ijriss.2025.910000138,2025,Social Media Trends and Public Opinion Dynamics in Port Harcourt,survey of 323 reports misinformation among findings
MAYBE,W7168126613,10.1007/s00266-026-06071-z,2026,"Social Media Use Among Plastic Surgeons in China: A National Cross-Sectional Survey of Professional Benefits, Ethical Risks, and Platform-Specific Challenges",no abstract; survey may report misinformation encounter items
MAYBE,W4415240145,10.21742/ajemr.2025.10.1.01,2025,Social Media Use and Information-Sharing Behavior among University Students: A Developing Country Perspective,survey of 300 on sharing; may report misinformation share
MAYBE,W4229016104,10.1016/j.jpeds.2022.05.001,2022,Social Media and Functional Gastrointestinal Disorders in Children,no abstract; possible content analysis of GI misinformation
MAYBE,W4402265334,10.69889/b4gjer19,2024,Social Media and Political Activism in India: A Content Analysis of Online Movements,tweet content analysis; misinformation share possibly reported
MAYBE,W4388777471,10.31703/gdpmr.2023(vi-i).19,2023,Social Media and Political Polarization in Pakistan,mixed-methods may quantify misinformation on social media
MAYBE,W2344262716,,2016,Social Media and Unfounded Health Beliefs: An Assessment of Participants' Response to Health Posts on Epidemics,survey of exposure to social media health posts
MAYBE,W7134270978,10.5281/zenodo.18921992,2026,"Social Media as Source of Oral Health Information-Seeking among Adult Residents of Jos-South Local Government Area, Plateau State, Nigeria","survey N=300, misinformation reported as prevalent in health info"
MAYBE,W7164642284,10.70211/ltsm.3026-7196.183,2026,Social Media as a Crisis Communication Tool During the 2021 KwaZulu-Natal and Gauteng Civil Unrest,survey may report perceived misinformation share
MAYBE,W4411579783,10.31516/2410-5333.067.01,2025,Social Media as a Platform for Manipulation: Domestic Experience in the Context of the Russian-Ukrainian War,case-study analysis of wartime fakes; may report content prevalence
MAYBE,W4415661837,10.11648/j.ijics.20251002.12,2025,Social Media as an Emerging Instrument of Political Engagement: The Case of Obuasi East Constituency,survey of 100 reports misinformation as measured barrier
MAYBE,W7172418897,10.1038/s41558-026-02680-3,2026,Social media and the changing landscape of climate change communication,no abstract; climate communication piece may report misinformation prevalence
MAYBE,W4401616392,10.1007/s12144-024-06422-6,2024,"Structural knowledge and subjective knowledge, not factual knowledge, promotes corrective and restrictive actions towards healthy eating misinformation in China: a multigroup comparison of extended cognitive mediation model based on altruism",no abstract; misinformation survey may measure exposure
MAYBE,W4414036247,10.55041/ijsrem52480,2025,Student Advocacy on Social Media: Risk and Opportunities,survey of 200 students; misinformation reported among challenges
MAYBE,W4404816944,10.21240/merz/2017.5.2,2017,Studie: Alles Fake?!,German survey with shares on fake news; perceived exposure unclear
MAYBE,W7155072767,10.14419/ijet.v7i3.29.19319,2026,Study on the characteristics of security and cognitive composition through internet information,may report perceived unreliability of web information sources
MAYBE,W3143407426,10.35631/ijcrei.36002,2021,THE IMPACT OF MEDIA INFODEMICS ON COVID-19 OUTBREAK IN INTENSIFYING GLOBAL PANIC AMONG MALAYSIANS: A PERCEPTION-BASED ANALYSIS,focus groups on infodemic exposure; quantification unclear
MAYBE,W7113148141,,2025,THE IMPACT OF SOCIAL MEDIA ON DIETARY CHOICES AMONG YOUNG ADULTS,student survey may report perceived nutrition misinformation
MAYBE,W7155493513,10.82471/nw1w8-xk064,2025,THE IMPACT OF SOCIAL MEDIA ON SOCIETY : CHALLENGES AND OPPORTUNITIES,user survey on social media harms incl. misinformation
MAYBE,W7152495051,10.70382/hijaerd.v11i6.050,2026,THE INFLUENCE OF SOCIAL MEDIA IN SUSTAINING NIGERIA’S DEMOCRACY,election survey may report share encountering misinformation
MAYBE,W7147641887,10.70382/hijaerd.v11i6.043,2026,THE INFLUENCE OF SOCIAL MEDIA IN SUSTAINING NIGERIA’S DEMOCRACY: A STUDY OF THE 2023 GENERAL ELECTION IN NIGER STATE,election survey may report share encountering misinformation
MAYBE,W7139875379,,2023,THE INFLUENCE OF SOCIAL MEDIA ON POLITICAL COMMUNICATION: A CASE STUDY OF NIGERIA'S 2023 GENERAL ELECTIONS IN OMU-ARAN,election questionnaire study may report misinformation encounter share
MAYBE,W7132817981,10.5281/zenodo.18817962,2025,"THE INFLUENCE OF SOCIAL MEDIA ON SOCIAL ORDER IN CALABAR METROPOLIS OF CROSS RIVER STATE, NIGERIA",survey may quantify spread of false information
MAYBE,W4407313862,10.47760/cognizance.2025.v05i02.002,2025,THE POWER OF DATA ANALYTICS: UNCOVERING BOT ARMIES’ MANIPULATION TECHNIQUES IN ONLINE SOCIAL NETWORKS,survey on encountering bots and misinformation spread
MAYBE,W7117766416,10.25019/europolity.2025.19.2.4,2025,"THE ROLE OF CIVIL SOCIETY IN FIGHTING DISINFORMATION: SUCCESSES, FAILURES, AND FUTURE DIRECTIONS IN ROMANIA IN THE EU CONTEXT",draws on Eurobarometer/EDMO data possibly reporting exposure shares
MAYBE,W7117887723,10.70382/bjhss.v10i6.056,2026,THE ROLE OF SOCIAL MEDIA IN IMPROVING POLITICAL PARTICIPATION IN NIGERIA: A CASE STUDY OF 2023 GENERAL ELECTIONS IN NIGER STATE,election survey n=400; fake-news exposure possible
