id,disposition,stage,title
W7136301092,ARM_EXCLUDED_ABSTRACT,abstract,"Drivers, Barriers, And Continuance Intention Of Digital Payment Platforms In The Misinformation Era: A Study In Odisha."
W7137165288,ARM_EXCLUDED_ABSTRACT,abstract,Navigating Electorate Landscape and Building Resilient Digital Ecosystem: Educational Blueprint for Student Voters
W7139875379,ARM_EXCLUDED_ABSTRACT,abstract,THE INFLUENCE OF SOCIAL MEDIA ON POLITICAL COMMUNICATION: A CASE STUDY OF NIGERIA'S 2023 GENERAL ELECTIONS IN OMU-ARAN
W7139935057,ARM_NOT_RETRIEVED,retrieval,Menopause in Social Media: Evaluating the Content and Accuracy of Online Information
W7140160130,ARM_EXCLUDED_ABSTRACT,abstract,Exploring Conversational Dynamics in Scientific and Pseudoscientific Health Communities on YouTube: A Process Mining and Network Analysis Study (Preprint)
W7140276406,ARM_EXCLUDED_ABSTRACT,abstract,Effect of Digital Food Environment on Dietary Choices in Adults of Delhi NCR: A Quantitative Survey
W7140291265,ARM_EXCLUDED_ABSTRACT,abstract,A Critical Analysis of the Laws & Regulations governing OTT Platforms and Social Media in India
W7143515221,ARM_EXCLUDED_ABSTRACT,abstract,The Use of Social Media as A Medium For Disseminating Academic Information
W7147005413,ARM_NOT_RETRIEVED,retrieval,Assessing Urban Women's Perception Of The Credibility Of Health Information Shared On Social Media Platforms
W7147344981,ARM_EXCLUDED_ABSTRACT,abstract,The role of algorithmic news curation in shaping public discourse: A research on Facebook and X (Twitter) users in the United Kingdom
W7147641887,ARM_EXCLUDED_ABSTRACT,abstract,THE INFLUENCE OF SOCIAL MEDIA IN SUSTAINING NIGERIA’S DEMOCRACY: A STUDY OF THE 2023 GENERAL ELECTION IN NIGER STATE
W7148363910,ARM_EXCLUDED_ABSTRACT,abstract,New Media and the Rise of Citizen Journalism
W7149416401,ARM_EXCLUDED_ABSTRACT,abstract,"Mobile First, Facts Last? Digital Literacy, WhatsApp News, and Rural-Urban Information Gaps in Pakistan"
W7151747156,ARM_EXCLUDED_ABSTRACT,abstract,From Screens to Ballots: The Influence of Social Media in Shaping Students' Views on the 2028 Elections
W7151983490,ARM_NOT_RETRIEVED,retrieval,(123) Menopause Goes Viral: The Quality and Credibility of TikTok’s Health Content
W7152495051,ARM_EXCLUDED_ABSTRACT,abstract,THE INFLUENCE OF SOCIAL MEDIA IN SUSTAINING NIGERIA’S DEMOCRACY
W7152736191,ARM_EXCLUDED_ABSTRACT,abstract,Understanding AI-generated content user intermittent discontinuance: a COR theory perspective
W7154600683,ARM_EXCLUDED_ABSTRACT,abstract,A Study on the Impact of the Digital Age on the Development of Political Awareness in Modern-Day India
W7154697307,ARM_EXCLUDED_FULL_TEXT,full text,"Digital Democracy In India: Social Media, Public Opinion And Election Polling (2010 – 2025)"
W7154722458,ARM_EXCLUDED_ABSTRACT,abstract,"Education on Countering Wrong and Hostile Viewpoints in Cyberspace for University Students: A Case Study at Nghe an University, Vietnam"
W7154797575,ARM_EXCLUDED_ABSTRACT,abstract,Revisión de las preferencias de la opinión pública frente a las plataformas digitales y los medios de comunicación convencionales como fuente de información
W7154880352,ARM_EXCLUDED_ABSTRACT,abstract,Factors Associated with Trust in Social Media Information: An Analysis of Psychosocial and Demographic Correlates
W7154970701,ARM_EXCLUDED_FULL_TEXT,full text,Perception of Information and Disinformation on Social Media
W7154995479,ARM_EXCLUDED_ABSTRACT,abstract,Scrutinizing deceits in fake news using forensic linguistic within French alternative news media
W7155035849,ARM_NOT_RETRIEVED,retrieval,"Growing up with misinformation: A mixed-methods study of the perceptions, experiences, and responses among the 5- to 12-year-olds"
W7155072767,ARM_EXCLUDED_ABSTRACT,abstract,Study on the characteristics of security and cognitive composition through internet information
W7155216858,ARM_EXCLUDED_FULL_TEXT,full text,"Between truth and doubt: The credibility of social networks, an analysis of perceptions of truthfulness"
W7155386945,ARM_EXCLUDED_ABSTRACT,abstract,Role of Media and Social Media in the Electoral Process
W7155493513,ARM_EXCLUDED_ABSTRACT,abstract,THE IMPACT OF SOCIAL MEDIA ON SOCIETY : CHALLENGES AND OPPORTUNITIES
W7155530871,ARM_EXCLUDED_ABSTRACT,abstract,"Public views, patterns, and impacts of social networking site use for medicine-related information in Saudi Arabia: A cross-sectional study"
W7155626806,ARM_EXCLUDED_ABSTRACT,abstract,Internet and Media Use in the Context of Infertility and Assisted Reproductive Technology: Empowerment or Overload?
W7156135695,ARM_EXCLUDED_ABSTRACT,abstract,The role of social media on health decision-making among families in Saudi Arabia
W7159573657,ARM_NOT_RETRIEVED,retrieval,THE RELATIONSHIP BETWEEN ENVIRONMENTAL RUMORS ON SOCIAL MEDIA AND ENVIRONMENTAL LITERACY AMONG YOUTH
W7159597519,ARM_EXCLUDED_ABSTRACT,abstract,Public Relations Representation of Political Pluralism via Facebook and its Implication on Democratic Development in Nigeria
W7159817698,ARM_NOT_RETRIEVED,retrieval,"Political Awareness, Media Influence, and Voting Behavior: Evidence from University Students in Punjab, Pakistan"
W7160450658,ARM_EXCLUDED_ABSTRACT,abstract,Impact of Social Media on Electoral Behaviour in Local Elections
W7160643245,ARM_EXCLUDED_ABSTRACT,abstract,U.S. television news coverage of climate change policy is aggregately balanced but polarized
W7160705986,ARM_EXCLUDED_ABSTRACT,abstract,"Media Dependency, User Satisfaction and Digital Information Challenges in Social Media Use Among College Students in Cainta, Rizal"
W7161259651,ARM_EXCLUDED_ABSTRACT,abstract,AI-Driven Social Media Analytics for Assessing Climate Change Perceptions and Supporting Adaptation and Sustainability Policies
W7161358701,ARM_EXCLUDED_ABSTRACT,abstract,"Trust in the Digital Age: Podcasts, Alternative Media, and the Reconfiguration of Institutional Legitimacy"
W7161428748,ARM_EXCLUDED_ABSTRACT,abstract,"The Dual Impact of Social Media on Modern Lifestyles and Societal Dynamics: Opportunities, Challenges, and Ethical Implications"
W7161685327,ARM_EXCLUDED_ABSTRACT,abstract,Youth Political Awareness in the Age of Instagram-Based Citizen Journalism
W7161962711,ARM_EXCLUDED_AT_RULING,extraction,When Social Media Becomes a Problem: An Analysis of Communication Failures in Contemporary Nigerian Political Campaigns
W7162184709,ARM_EXCLUDED_ABSTRACT,abstract,"Examining marketing, imagery, and health-related messaging on nicotine pouch products on YouTube Shorts: an exploratory content analysis"
W7162398686,ARM_EXCLUDED_ABSTRACT,abstract,Dampak Hoaks Kenaikan Bahan Bakar Minyak di Platform X (2024-2026) terhadap Polarisasi Masyarakat
W7162463844,ARM_NOT_RETRIEVED,retrieval,Psychological impact of the glass skin ideal on young social media users: A cross-sectional study
W7162464017,ARM_EXCLUDED_FULL_TEXT,full text,"Beyond the share button: How partisan alignment, journalistic quality, and algorithmic governance shape what millions see on Facebook"
W7162769640,ARM_EXCLUDED_ABSTRACT,abstract,Knowledge and awareness of insulin resistance among social media users: A cross-sectional study in Jordan
W7162846831,ARM_EXCLUDED_ABSTRACT,abstract,"Fact, fake, or false: Determining millennials’ susceptibility to media effects on disaster information"
W7162938155,ARM_INCLUDED_FROZEN,included,AN ANALYSIS OF FEAR OF MISSING OUT (FOMO) AS A DRIVER OF HOAX DISSEMINATION IN THE PRABOWO ERA USING MLP
W7163004006,ARM_EXCLUDED_ABSTRACT,abstract,Regulation of Social Media Content: Challenges and Opportunities
W7163665229,ARM_EXCLUDED_AT_RULING,extraction,INVESTIGATING THE ROLE OF SOCIAL MEDIA IN MEDIA LITERACY EDUCATION AMONG POST GRADUATION STUDENTS OF TUMKUR
W7163666005,ARM_EXCLUDED_ABSTRACT,abstract,The 'Market Place of Ideas' in an Era of Algorithmic Amplification: Theory Vs. Reality
W7163751893,ARM_EXCLUDED_ABSTRACT,abstract,IMPACT OF SOCIAL MEDIA ON POLITICAL NEWS CONSUMPTION AMONG YOUTH
W7163804487,ARM_EXCLUDED_FULL_TEXT,full text,The Role of Social Media in Influencing Investment Decisions
W7163821603,ARM_INCLUDED_FROZEN,included,A study exploring the relationship between social media use and nutrition-related practices among secondary school students in London
W7164034087,ARM_EXCLUDED_ABSTRACT,abstract,Influence of Smartphone Ownership on the Practice and Growth of Citizen Journalism among Uyo Residents
W7164235851,ARM_EXCLUDED_ABSTRACT,abstract,Percepción de estudiantes de nivel medio ante las noticias falsas
W7164553173,ARM_NOT_RETRIEVED,retrieval,IMPACT OF SOCIAL MEDIA USAGE ON CAREER DECISION-MAKING OF HIGHER SECONDARY STUDENTS
W7164642284,ARM_EXCLUDED_ABSTRACT,abstract,Social Media as a Crisis Communication Tool During the 2021 KwaZulu-Natal and Gauteng Civil Unrest
W7164749183,ARM_EXCLUDED_ABSTRACT,abstract,Impact of Social Media on Acne Treatment Practices in Egypt
W7164758262,ARM_EXCLUDED_ABSTRACT,abstract,"Explorations of New Media in Investigative Journalism Practice and Whistleblowing Among Journalists in Selected South-West States, Nigeria"
W7164844576,ARM_EXCLUDED_ABSTRACT,abstract,"Impact of TikTok on Social Activism, Youth Empowerment, and Community Building in Osun State, Nigeria"
W7164850581,ARM_EXCLUDED_ABSTRACT,abstract,"Responsible Communication on Social Media: University Students’ Perceptions of Ethical Sharing, Verification Practices, and Cultural Sensitivity in Vietnam"
W7164884619,ARM_EXCLUDED_ABSTRACT,abstract,Isu-Isu Kritis Historiografi di Era Digital: Analisis Narasi Sejarah pada Media Sosial
W7164888575,ARM_EXCLUDED_ABSTRACT,abstract,Textual analysis of Covid-19 messages on WhatsApp personal chats and group forums in Nigeria
W7165056318,ARM_NOT_RETRIEVED,retrieval,"Decoding Deepfake Perceptions: Trustworthiness, Importance and Behavioral Intention"
W7165151295,ARM_EXCLUDED_ABSTRACT,abstract,Correcting Misperceptions on Indian Whatsapp with Experimental Adaptation: Building an Experimentation Platform on Whatsapp
W7165173260,ARM_NOT_RETRIEVED,retrieval,Public Perception and Acceptance of COVID-19 Vaccines in Iraq During the Pandemic
W7165626695,ARM_EXCLUDED_ABSTRACT,abstract,Impact Of Social Media Dental Trends On Periodontal Health Awareness And Practices: A Cross-Sectional Questionnaire-Based Study
W7165644714,ARM_EXCLUDED_ABSTRACT,abstract,The Paradox of Mental Health Literacy on Social Media: Between Information Accessibility and the Risk of Digital Misinformation
W7165760962,ARM_EXCLUDED_ABSTRACT,abstract,How social media influencers shape medical and health product purchases: A Cross-sectional analysis
W7165841923,ARM_EXCLUDED_FULL_TEXT,full text,PENGARUH AI DI MEDIA SOSIAL TERHADAP PENYEBARAN HOAKS DAN PERSEPSI KEPERCAYAAN MAHASISWA PROGRAM STUDI KOMPUTERISASI AKUNTANSI UNIVERSITAS SRIWIJAYA
W7165907698,ARM_NOT_RETRIEVED,retrieval,Public attitudes towards COVID-19 misinformation and institutional trust during the infodemic in Bulgaria: Results from a cross-sectional survey
W7166018808,ARM_NOT_RETRIEVED,retrieval,"A Multivariate Analysis of Factors Influencing the Spread of Misinformation among Undergraduates of the Federal University of Technology, Akure, Nigeria"
W7166447493,ARM_INCLUDED_FROZEN,included,Therapeutic frequencies in digital music culture: A content analysis on technical accuracy and the expectation effect
W7166718490,ARM_EXCLUDED_ABSTRACT,abstract,Instagram Viral Content and Fact-Checking Techniques: An Analytical Study of Verification Practices in the Digital Media Environment
W7166811293,ARM_EXCLUDED_ABSTRACT,abstract,"Disinformation operations as an asymmetric instrument of pressure on military cohesion: the case of the Western Balkans, 2016-2023"
W7166867890,ARM_EXCLUDED_ABSTRACT,abstract,Characterizing Online Questions and Answers About Cannabis Use and Pregnancy on the Social Media Platform Quora: Data Mining and Qualitative Content Analysis
W7167089137,ARM_EXCLUDED_ABSTRACT,abstract,COMBATING MISINFORMATION IN THE DIGITAL ERA: INFORMATION LITERACY INITIATIVES AND THE ROLE OF ACADEMIC LIBRARIES
W7167365399,ARM_NOT_RETRIEVED,retrieval,"An optimisation model for minimising fake news dissemination: the role of user demographics, content characteristics, and intervention strategies"
W7167680241,ARM_EXCLUDED_ABSTRACT,abstract,"L26/P-455 High demand, low accessibility. Are patients being left behind? A cross-sectional analysis of the quality and readability of online contraception Information in the UK"
W7167708901,ARM_NOT_RETRIEVED,retrieval,The Impact of Social Media on Political Participation and Public Opinion in Contemporary Societies
W7167815518,ARM_EXCLUDED_ABSTRACT,abstract,AI and Cybersecurity: Combating Deepfakes and Misinformation in Nepal
W7167901080,ARM_EXCLUDED_ABSTRACT,abstract,"""COMMEMORATING 200 YEARS OF UDANT MARTAND"" THE RESILIENCE PARADOX: WHY HINDI NEWSPAPERS CONTINUE TO COMMAND TRUST IN AN ERA OF DIGITAL INFORMATION EXPANSION"
W7168027278,ARM_INCLUDED_FROZEN,included,DIGITAL BATTLE FOR TRUTH: MISINFORMATION ON SOCIAL MEDIA AND THE CRISIS OF YOUTH EVANGELISATION IN THE NIGERIAN CATHOLIC CHURCH
W7168126613,ARM_EXCLUDED_FULL_TEXT,full text,"Social Media Use Among Plastic Surgeons in China: A National Cross-Sectional Survey of Professional Benefits, Ethical Risks, and Platform-Specific Challenges"
W7168141838,ARM_EXCLUDED_ABSTRACT,abstract,"The Influence of Digital Democracy, Political Literacy, and Post-Truth Politics on Gen Z Political Participation in the 2024 Elections in Indonesia"
W7168243017,ARM_EXCLUDED_ABSTRACT,abstract,L'ARCHITETTURA ALGORITMICA DEL CONFLITTO: DISINFORMAZIONE GUIDATA DALL'INTELLIGENZA ARTIFICIALE NEGLI ECOSISTEMI DEI SOCIAL MEDIA IN ITALIA E IN GEORGIA
W7168261248,ARM_EXCLUDED_ABSTRACT,abstract,Fake Accounts and Political Manipulation: Topic and Sentiment Analysis in Indonesia
W7168284219,ARM_EXCLUDED_ABSTRACT,abstract,Online Discussions About Alopecia Areata in 5 Arabian Gulf Countries: Social Media Listening Study
W7168358815,ARM_EXCLUDED_AT_RULING,extraction,From labels to influencers: evaluating the alignment of nitrate and beetroot juice claims on sports supplement marketing with scientific consensus
W7168391826,ARM_EXCLUDED_ABSTRACT,abstract,CONTENT ANALYSIS OF YOUTUBE VIDEOS ON OIL PALM PRODUCTION AND PROCESSING IN NIGERIA
W7168508052,ARM_EXCLUDED_ABSTRACT,abstract,Assessing Media Literacy and Digital Information Verification Among Boarding House Students Around Universitas Negeri Medan
W7168722119,ARM_EXCLUDED_ABSTRACT,abstract,DIGITAL SOCIAL MEDIA AND NEWS: A NEW AGE JOURNALISM
W7168777343,ARM_EXCLUDED_ABSTRACT,abstract,ASSESMENT ON POLITICAL CAMPAIGN AMONG YOUTH THROUGH ONLINE MEDIA CONTENT
W7169124620,ARM_NOT_RETRIEVED,retrieval,"Is Misinformation All Around Us? Citizens’ Perceptions of Misinformation Nearness Regarding Its Span, Availability, and Accessibility"
W7169513020,ARM_EXCLUDED_ABSTRACT,abstract,Scrolling Through Risk
W7169513053,ARM_EXCLUDED_ABSTRACT,abstract,Fake News and Football. The Qatar World Cup as a Showcase for Disinformation
W7169584487,ARM_EXCLUDED_ABSTRACT,abstract,Digital Platforms and Public Confidence in Police-Citizen Relations in the Context of Security Crises in Nigeria
W7169586193,ARM_EXCLUDED_ABSTRACT,abstract,The role of social media platforms in shaping menstrual health literacy among adolescent girls: a scoping review
W7169700813,ARM_EXCLUDED_ABSTRACT,abstract,The Proliferation of Misinformation Is Unprecedented: How Do Concerns About Misinformation Affect Travelers’ Trust in Online Reviews?
W7169774997,ARM_EXCLUDED_ABSTRACT,abstract,"Delayed Newborn Bathing: Exploring Social Media Trends, Cultural Perspectives, and Dermatologic Implications"
W7169800177,ARM_EXCLUDED_ABSTRACT,abstract,Digital financial literacy within the Telegram platform at the @sarjanacrypto community
W7169800343,ARM_NOT_RETRIEVED,retrieval,The role of social media as information infrastructure for the integration and information practices of migrant communities
W7169810138,ARM_NOT_RETRIEVED,retrieval,Erotic asphyxia: Dangerous misinformation and poor-quality content on YouTube
W7169837516,ARM_EXCLUDED_ABSTRACT,abstract,Nutritional Misinformation and Digital Food Culture in Modern Public Health
W7170050858,ARM_EXCLUDED_ABSTRACT,abstract,A Deciphering of Digital Democracy: How Social Media Influences Election Results
W7170062586,ARM_EXCLUDED_FULL_TEXT,full text,Use and Misuse of Social Media and National Security in Africa : A Delicate Balance between Order and Liberty in Kenya
W7170151931,ARM_EXCLUDED_ABSTRACT,abstract,Online oral health misinformation and information quality: a scoping review
W7170181457,ARM_INCLUDED_FROZEN,included,Assessing Alopecia Areata Misinformation: Social Media Analysis
W7170186479,ARM_EXCLUDED_ABSTRACT,abstract,Artificial Intelligence-driven disinformation campaigns and their influence on political violence and extremism
W7171044156,ARM_EXCLUDED_ABSTRACT,abstract,Assessing the quality of contraception‐related content on TikTok : A scoping review
W7171162740,ARM_EXCLUDED_ABSTRACT,abstract,The Role of Online Forums in Shaping Public Discourse
W7171400360,ARM_EXCLUDED_ABSTRACT,abstract,Endangered democracies: A comparative study of the 2023 Nigerian presidential election and the rise of Nazism in 1930s Germany
W7171491987,ARM_EXCLUDED_ABSTRACT,abstract,Austrian adolescents’ sources of political information and trust in them: The reconfiguration of information authority on social media
W7171524435,ARM_EXCLUDED_ABSTRACT,abstract,The Portuguese paradox: high trust in the news and the perils of social media disinformation in elections
W7171617153,ARM_INCLUDED_NO_DATA,extraction,Untrustworthy sources on Facebook and Instagram in 2020: Concentrated exposure but no attitudinal effects
W7171798670,ARM_EXCLUDED_ABSTRACT,abstract,"Internet use for pregnancy-related information and its correlates among women attending antenatal care in Mogadishu, Somalia"
W7171843315,ARM_INCLUDED_FROZEN,included,Vernacular health misinformation and its negotiation by frontline community health workers
W7171954308,ARM_EXCLUDED_ABSTRACT,abstract,KETIKA AI MENJADI MESIN HOAKS: SIAPA YANG BERTANGGUNG JAWAB?
W7171979756,ARM_EXCLUDED_FULL_TEXT,full text,The Influence of Religiosity and Digital Literacy on Anti-Religious Misinformation Behavior Among Social Media Users in Indonesia
W7172201378,ARM_EXCLUDED_ABSTRACT,abstract,The Impact of Fake News on Consumer Trust in Fast-Food Restaurants: Perceptions of Young People in Bucharest
W7172294287,ARM_EXCLUDED_FULL_TEXT,full text,PENGARUH PENGGUNAAN MEDIA SOSIAL BERMUATAN INTOLERAN TERHADAP SIKAP TOLERANSI MAHASISWA PPKn UNIVERSITAS TANJUNGPURA
W7172338269,ARM_EXCLUDED_FULL_TEXT,full text,The Role of Social Media as a Platform for Citizen Journalism in Sri Lanka
W7172418897,ARM_NOT_RETRIEVED,retrieval,Social media and the changing landscape of climate change communication
W7172490659,ARM_EXCLUDED_ABSTRACT,abstract,Between Social Media Misinformation and AI Assistance: Mechanisms Shaping Purchase Intention for Sustainable Food Products
W7172524440,ARM_NOT_RETRIEVED,retrieval,Informational Sustainability – An Analysis Regarding the Impact of Fake News Phenomenon on Decision-Making and Consumer Behavior
W7172534227,ARM_EXCLUDED_ABSTRACT,abstract,Impact of Fake News on Sustainable Apparel Consumption through Social Media
W7172541068,ARM_NOT_RETRIEVED,retrieval,Assessing Local Experiences of Health Phenomena: A Methodology for Social Media Surveillance in Public Health
W7196950114,ARM_EXCLUDED_ABSTRACT,abstract,Digital Credibility and Social Gratification: Understanding How Generation Z in Pakistan Engages with Misinformation and Algorithmic Influence in the Contemporary Social Media Landscape
W7196954847,ARM_EXCLUDED_ABSTRACT,abstract,Patterns and factors associated with social media use among parents of children with cancer: A cross-sectional study
W7201920245,ARM_EXCLUDED_ABSTRACT,abstract,Cuentas falsas y manipulación política: análisis temático y de sentimientos en Indonesia
W7202157236,ARM_NOT_RETRIEVED,retrieval,"Online health information seeking, verification behaviour, and misinformation perceptions among adults with chronic disease in Saudi Arabia: a structural equation modelling study"
W7202213311,ARM_EXCLUDED_ABSTRACT,abstract,Fractured Truth Between the Border and Broadcasts – The PostTruth Gaze of Indian Media on Bangladeshi Hindus After the July Uprising
W7202244735,ARM_EXCLUDED_ABSTRACT,abstract,"Mapping Kremlin Propaganda Narratives, Operational Mechanics, and Counter-Intelligence Matrices"
W7202254937,ARM_EXCLUDED_ABSTRACT,abstract,Digital Democracy and Electoral Integrity: Regulating Social Media Influence in Developed and Developing Societies
W7203444883,ARM_EXCLUDED_ABSTRACT,abstract,"Deepfake in Kenyan Media Landscape: Assessing Awareness, Detection Capacity, and Training Needs among Communication Practitioners"
W7203548458,ARM_EXCLUDED_ABSTRACT,abstract,The Influence of Social Media on Youth Voting Behaviour in Ilorin West Local Government Area during the 2023 Kwara State Gubernatorial Election
W7203617841,ARM_NOT_RETRIEVED,retrieval,"Public‐Facing Short Videos on Paediatric General Anaesthesia and Child Neurodevelopment: Quality, Misinformation and Implications for Parent‐Centred Risk Communication"
W7203664307,ARM_EXCLUDED_FULL_TEXT,full text,The Role of Artificial Intelligence in Combating Climate Change Misinformation Across Digital Media Platforms
W7203733034,ARM_EXCLUDED_FULL_TEXT,full text,"The Role of Fake News, Deceptive Propaganda on Social Media in Shaping Public Perceptions"
W7203824328,ARM_EXCLUDED_ABSTRACT,abstract,"WhatsApp, TikTok, and Anonymous Advice: Online Support Ecologies for Youth Wellbeing in Kenya"
W7203835590,ARM_NOT_RETRIEVED,retrieval,Misinformation and the Erosion of Media Credibility: Analyzing the Rise of Social Media as a News Source
W7203836436,ARM_EXCLUDED_ABSTRACT,abstract,Impact of Social Media on Political Mobilization in Somalia: Opportunities and Challenges
W7203838884,ARM_NOT_RETRIEVED,retrieval,Platform Affordances and Political Polarisation: Understanding Disinformation Exposure on Instagram in the Indian Context
W7204136707,ARM_EXCLUDED_ABSTRACT,abstract,Impact of Social Media on Voting Behavior in Pakistan: A Case Study of 2024 Elections
W7204169053,ARM_EXCLUDED_ABSTRACT,abstract,Digital Masculinity and Scientific Authority: Computational Analysis of Health Misinformation in Turkish and Macedonian Online Forums
W7204221588,ARM_EXCLUDED_ABSTRACT,abstract,Crisis institucional y disputa por el relato en Guatemala: análisis triangulado del discurso digital y la dieta mediática en la elección de la Corte de Constitucionalidad
W7204253215,ARM_NOT_RETRIEVED,retrieval,The reliability of answers about root canal retreatment provided by artificial intelligence chatbots
W7204452824,ARM_EXCLUDED_ABSTRACT,abstract,"El nuevo periodismo en Ecuador: redes sociales, influenciadores y lenguaje digital (2020-2025)"
W7204568363,ARM_EXCLUDED_FULL_TEXT,full text,Trust and Misinformation in Youth Digital Mental Health Information-Seeking in Kenya: Implications for Diagnosis Accuracy and Treatment-Seeking Behavior
W7204608296,ARM_EXCLUDED_FULL_TEXT,full text,Evaluating the Clinical Utility of Large Language Models in Otolaryngology Patient Education
W7204831837,ARM_NOT_RETRIEVED,retrieval,"Paper 32. Performance & Promises: A Social Media Review of Alleged Indications, Risks and Usage of “Peptides” in Musculoskeletal Health"
W7204856675,ARM_EXCLUDED_ABSTRACT,abstract,"Health misinformation, digital health literacy, and attitudes toward science among university students: an exploratory cross-sectional survey"
W7204936956,ARM_EXCLUDED_ABSTRACT,abstract,EXPOSURE TO ONLINE NEWS PLATFORMS AND POLITICAL AWARENESS AMONG AUCHI POLYTECHNIC STUDENTS
W7204948723,ARM_EXCLUDED_ABSTRACT,abstract,Analysis of Hoax News Propagation Patterns on Threads Using GCN-Based Structural Node Embedding
W7204960880,ARM_EXCLUDED_ABSTRACT,abstract,Cognitive Warfare Through Misinformation in 2025 Hybrid Conflicts: Psychological and Economic Impacts and the Model-Projected Effects of Layered AI–Human Interventions
W7207607455,ARM_EXCLUDED_ABSTRACT,abstract,"A Study on Citizen Expectations and State Responses to Curb Spreading of Misinformation in India: Evidence from Public Opinion, Parliamentary Discourse and Policy Analysis"
W7207920799,ARM_NOT_RETRIEVED,retrieval,Voters Education and Electoral Fraud in the 2023 Presidential Election in Oyo State
W7208715671,ARM_NOT_RETRIEVED,retrieval,"Medication‐Related Information on Social Media: Exploring Public Trust, Perceptions of Credibility, and Influence on Behavior"
W7208722976,ARM_EXCLUDED_ABSTRACT,abstract,"Health information seeking and digital tool engagement among diabetes patients: post-COVID-19 perspectives on trust, misinformation, and AI-Based MOH services"
